"File","Line","Column","Severity","Rule","Message","Route or component","Public or private","Introduced by current feature branch","Pre-existing","Proposed fix","Behavioural risk","Batch","Status"
"src/app/materials/waterproofing/page.js","72","54","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/materials/waterproofing","Public","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/materials/waterproofing/page.js","72","61","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/materials/waterproofing","Public","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/materials/waterproofing/page.js","72","146","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/materials/waterproofing","Public","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/materials/waterproofing/page.js","72","303","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/materials/waterproofing","Public","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/offline/page.js","19","7","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/offline","Public","No","Yes","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/offline/page.js","19","7","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/offline","Public","No","Yes","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/ops/ai-tools/page.js","186","25","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/ai-tools","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/ai-tools/page.js","186","51","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/ai-tools","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/boq-calculator/[id]/page.js","46","6","warning","react-hooks/exhaustive-deps","React Hook useEffect has missing dependencies: 'floorsData', 'labels', and 'setFloorsData'. Either include them or remove the dependency array. If 'setFloorsData' changes too often, find the parent component that defines it and wrap that definition in useCallback","/ops/boq-calculator/[id]","Private","No","Yes","Classify effect and stabilise dependencies/cleanup without request loops","High","4","Open"
"src/app/ops/boq-calculator/[id]/page.js","212","110","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/boq-calculator/[id]","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/boq-calculator/[id]/page.js","462","117","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/boq-calculator/[id]","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/boq-calculator/[id]/page.js","462","138","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/boq-calculator/[id]","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/boq-calculator/[id]/page.js","630","21","error","react-compiler","Error: Cannot access variable before it is declared","/ops/boq-calculator/[id]","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/boq-calculator/[id]/page.js","630","39","warning","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'loadProject'. Either include it or remove the dependency array","/ops/boq-calculator/[id]","Private","No","Yes","Classify effect and stabilise dependencies/cleanup without request loops","High","4","Open"
"src/app/ops/boq-calculator/page.js","26","21","error","react-compiler","Error: Cannot access variable before it is declared","/ops/boq-calculator","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/bqs/inspections/[id]/page.js","15","5","error","react-compiler","Error: Cannot access variable before it is declared","/ops/bqs/inspections/[id]","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/bqs/inspections/[id]/page.js","16","5","error","react-compiler","Error: Cannot access variable before it is declared","/ops/bqs/inspections/[id]","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/bqs/inspections/[id]/page.js","17","6","warning","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'fetchInspection'. Either include it or remove the dependency array","/ops/bqs/inspections/[id]","Private","No","Yes","Classify effect and stabilise dependencies/cleanup without request loops","High","4","Open"
"src/app/ops/bqs/page.js","22","5","error","react-compiler","Error: Cannot access variable before it is declared","/ops/bqs","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/case-studies/page.js","12","5","error","react-compiler","Error: Cannot access variable before it is declared","/ops/case-studies","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/content-calendar/ContentCalendarClient.js","20","6","warning","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'fetchItems'. Either include it or remove the dependency array","src/app/ops/content-calendar/ContentCalendarClient.js","Private","No","Yes","Classify effect and stabilise dependencies/cleanup without request loops","High","4","Open"
"src/app/ops/help/page.js","24","81","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/help","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/help/page.js","24","85","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/help","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/help/page.js","24","90","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/help","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/help/page.js","24","100","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/help","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/help/page.js","26","149","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/help","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/help/page.js","26","165","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/help","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/help/page.js","37","122","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/ops/help","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/help/page.js","48","114","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/help","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/help/page.js","48","121","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/help","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/help/page.js","50","62","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/help","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/help/page.js","50","82","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/help","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/invoices/page.js","38","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/ops/invoices","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/invoices/page.js","55","6","warning","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'loadData'. Either include it or remove the dependency array","/ops/invoices","Private","No","Yes","Classify effect and stabilise dependencies/cleanup without request loops","High","4","Open"
"src/app/ops/launch-checklist/page.js","21","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/ops/launch-checklist","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/leads/page.js","116","21","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/ops/leads","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/leads/page.js","150","7","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/ops/leads","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/leads/page.js","161","6","warning","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'selected'. Either include it or remove the dependency array","/ops/leads","Private","No","Yes","Classify effect and stabilise dependencies/cleanup without request loops","High","4","Open"
"src/app/ops/leads/page.js","541","150","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/ops/leads","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/leads/page.js","829","103","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/ops/leads","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/leads/page.js","901","62","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/leads","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/leads/page.js","901","137","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/leads","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/leads/page.js","966","25","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/leads","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/leads/page.js","966","62","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/leads","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/leads/page.js","1328","101","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/leads","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/leads/page.js","1328","113","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/leads","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/materials/page.js","20","5","error","react-compiler","Error: Cannot access variable before it is declared","/ops/materials","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/notification-queue/page.js","37","21","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/ops/notification-queue","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/notification-queue/page.js","37","36","warning","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'loadData'. Either include it or remove the dependency array","/ops/notification-queue","Private","No","Yes","Classify effect and stabilise dependencies/cleanup without request loops","High","4","Open"
"src/app/ops/notification-rules/page.js","95","124","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/notification-rules","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/notification-rules/page.js","95","155","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/notification-rules","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/partner-applications/page.js","50","21","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/ops/partner-applications","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/partners/page.js","120","21","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/ops/partners","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/partners/page.js","551","10","error","react-compiler","Error: Cannot create components during render","/ops/partners","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/partners/page.js","557","10","error","react-compiler","Error: Cannot create components during render","/ops/partners","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/pilot-launch/guides.js","27","149","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","src/app/ops/pilot-launch/guides.js","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/pilot-launch/guides.js","27","166","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","src/app/ops/pilot-launch/guides.js","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/pilot-launch/guides.js","53","80","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","src/app/ops/pilot-launch/guides.js","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/pilot-launch/guides.js","53","107","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","src/app/ops/pilot-launch/guides.js","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/pilot-launch/page.js","31","9","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/ops/pilot-launch","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/pilot-launch/page.js","59","7","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/ops/pilot-launch","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/pipeline/page.js","54","21","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/ops/pipeline","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/proof-assets/GbpGenerator.js","31","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","src/app/ops/proof-assets/GbpGenerator.js","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/proof-assets/GbpGenerator.js","66","21","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","src/app/ops/proof-assets/GbpGenerator.js","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/proof-assets/GbpGenerator.js","66","32","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","src/app/ops/proof-assets/GbpGenerator.js","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/proof-assets/GbpGenerator.js","69","22","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","src/app/ops/proof-assets/GbpGenerator.js","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/proof-assets/GbpGenerator.js","69","33","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","src/app/ops/proof-assets/GbpGenerator.js","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/properties/page.js","359","21","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/ops/properties","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/property-passports/[id]/page.js","15","5","error","react-compiler","Error: Cannot access variable before it is declared","/ops/property-passports/[id]","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/property-passports/[id]/page.js","16","6","warning","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'fetchPassport'. Either include it or remove the dependency array","/ops/property-passports/[id]","Private","No","Yes","Classify effect and stabilise dependencies/cleanup without request loops","High","4","Open"
"src/app/ops/property-passports/page.js","21","5","error","react-compiler","Error: Cannot access variable before it is declared","/ops/property-passports","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/reels/page.js","41","5","error","react-compiler","Error: Cannot access variable before it is declared","/ops/reels","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/reels/page.js","163","49","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/reels","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/reels/page.js","163","58","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/ops/reels","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/ops/revenue/page.js","26","21","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/ops/revenue","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/system-status/page.js","47","18","error","react-compiler","Error: Cannot create components during render","/ops/system-status","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/system-status/page.js","51","18","error","react-compiler","Error: Cannot create components during render","/ops/system-status","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/system-status/page.js","55","18","error","react-compiler","Error: Cannot create components during render","/ops/system-status","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/system-status/page.js","59","18","error","react-compiler","Error: Cannot create components during render","/ops/system-status","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/users/page.js","40","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/ops/users","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/ops/whatsapp-templates/page.js","18","7","error","react-compiler","Error: Cannot access variable before it is declared","/ops/whatsapp-templates","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/page.js","286","129","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","src/app/page.js","Public","Yes","No","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/page.js","286","141","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","src/app/page.js","Public","Yes","No","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/page.js","387","66","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","src/app/page.js","Public","Yes","No","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/partner-os/page.js","11","223","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/partner-os","Public","Yes","No","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/partner-os/page.js","11","223","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/partner-os","Public","Yes","No","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/partner/boq-studio/page.js","39","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/partner/boq-studio","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partner/budget/page.js","18","20","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/partner/budget","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/partner/client-room/page.js","18","20","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/partner/client-room","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/partner/crew/page.js","18","20","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/partner/crew","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/partner/design/page.js","18","20","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/partner/design","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/partner/documents/page.js","58","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/partner/documents","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partner/equipment/page.js","18","20","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/partner/equipment","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/partner/finance/page.js","25","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/partner/finance","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partner/invoices/page.js","18","20","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/partner/invoices","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/partner/layout.js","125","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/partner","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partner/layout.js","133","6","warning","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'router'. Either include it or remove the dependency array","/partner","Private","No","Yes","Classify effect and stabilise dependencies/cleanup without request loops","High","4","Open"
"src/app/partner/leads/page.js","83","30","error","react-compiler","Error: Cannot call impure function during render","/partner/leads","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partner/maintenance/page.js","18","20","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/partner/maintenance","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/partner/material-quotes/page.js","14","5","error","react-compiler","Error: Cannot access variable before it is declared","/partner/material-quotes","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partner/materials/page.js","71","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/partner/materials","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partner/pre-construction/page.js","18","20","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/partner/pre-construction","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/partner/procurement/page.js","18","20","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/partner/procurement","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/partner/progress/page.js","18","20","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/partner/progress","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/partner/projects/[id]/page.js","130","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/partner/projects/[id]","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partner/projects/[id]/page.js","215","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/partner/projects/[id]","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partner/projects/[id]/page.js","292","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/partner/projects/[id]","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partner/projects/[id]/page.js","366","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/partner/projects/[id]","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partner/projects/[id]/page.js","438","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/partner/projects/[id]","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partner/projects/[id]/page.js","559","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/partner/projects/[id]","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partner/projects/[id]/page.js","645","16","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/partner/projects/[id]","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partner/projects/page.js","71","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/partner/projects","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partner/quality/page.js","18","20","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/partner/quality","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/partner/site-logbook/page.js","55","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/partner/site-logbook","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partner/site-logbook/page.js","189","177","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/partner/site-logbook","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/partner/vendors/page.js","18","20","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/partner/vendors","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/partners/[slug]/PartnerEnquiryClient.js","16","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","src/app/partners/[slug]/PartnerEnquiryClient.js","Public","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partners/[slug]/page.js","73","3","error","react-compiler","Error: This value cannot be modified","/partners/[slug]","Public","Yes","No","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/partners/builders/page.js","121","135","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/partners/builders","Public","Yes","No","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
