URL,claim,standard,standard edition,source,reviewer,review date,status,risk,required action
/ops/structural-audit,"return (<div style={{padding:'32px',fontFamily:'Inter,sans-serif'}}><div style={{marginBottom:'24px',display:'flex',justifyContent:'space-between',alignItems:'center'}}><div><h1 style={{fontSize:'22px',fontWeight:800,color:'#0F172A',margin:0}}>Structural Audit Leads</h1><p style={{color:'#64748B',fontSize:'14px',margin:'4px 0 0'}}>Audit enquiries, NDT requests and crack inspection leads</p></div><select value={filter} onChange={e=>setFilter(e.target.value)} style={{padding:'8px 12px',border:'1px solid #E2E8F0',borderRadius:'8px',fontSize:'14px',color:'#374151'}}><option value=""all"">All Status</option><option value=""new"">New</option><option value=""contacted"">Contacted</option><option value=""converted"">Converted</option><option value=""closed"">Closed</option></select></div>{loading?(<div style={{textAlign:'center',color:'#64748B',padding:'60px'}}>Loading...</div>):filtered.length===0?(<div style={{textAlign:'center',color:'#64748B',padding:'60px',background:'#F8FAFC',borderRadius:'12px'}}>No structural audit leads yet.</div>):(<div style={{background:'white',border:'1px solid #E2E8F0',borderRadius:'12px',overflow:'hidden'}}><table style={{width:'100%',borderCollapse:'collapse'}}><thead><tr style={{background:'#F8FAFC',borderBottom:'1px solid #E2E8F0'}}>{['Name','Phone','Building Type','Audit Type','Floors','Age','Locality','Status','Report Status','Date'].map(h=>(<th key={h} style={{padding:'12px 16px',textAlign:'left',fontSize:'12px',fontWeight:700,color:'#64748B',textTransform:'uppercase',letterSpacing:'0.5px'}}>{h}</th>))}</tr></thead><tbody>{filtered.map((l,i)=>(<tr key={l.id} style={{borderBottom:'1px solid #F1F5F9',background:i%2===0?'white':'#FAFAFA'}}><td style={{padding:'12px 16px',fontWeight:600,color:'#0F172A',fontSize:'14px'}}>{l.name}</td><td style={{padding:'12px 16px',color:'#374151',fontSize:'14px'}}>{l.phone}</td><td style={{padding:'12px 16px',color:'#374151',fontSize:'14px'}}>{l.building_type||'—'}</td><td style={{padding:'12px 16px',color:'#374151',fontSize:'14px'}}>{l.audit_type||'—'}</td><td style={{padding:'12px 16px',color:'#374151',fontSize:'14px'}}>{l.floors||'—'}</td><td style={{padding:'12px 16px',color:'#374151',fontSize:'14px'}}>{l.age_of_building||'—'}</td><td style={{padding:'12px 16px',color:'#374151',fontSize:'14px'}}>{l.locality||'—'}</td><td style={{padding:'12px 16px'}}><span style={{background:(STATUS_COLORS[l.status]||'#6B7280')+'20',color:STATUS_COLORS[l.status]||'#6B7280',fontSize:'11px',fontWeight:700,padding:'4px 10px',borderRadius:'100px',textTransform:'capitalize'}}>{l.status||'new'}</span></td><td style={{padding:'12px 16px'}}><span style={{background:l.report_status==='ready'?'#DCFCE7':'#FEF3C7',color:l.report_status==='ready'?'#16A34A':'#92400E',fontSize:'11px',fontWeight:700,padding:'4px 10px',borderRadius:'100px'}}>{l.report_status||'pending'}</span></td><td style={{padding:'12px 16px',color:'#64748B',fontSize:'13px'}}>{l.created_at?new Date(l.created_at).toLocaleDateString('en-IN'):'—'}</td></tr>))}</tbody></table></div>)}</div>);",NDT,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/ops/structural-audit,"return (<div style={{padding:'32px',fontFamily:'Inter,sans-serif'}}><div style={{marginBottom:'24px',display:'flex',justifyContent:'space-between',alignItems:'center'}}><div><h1 style={{fontSize:'22px',fontWeight:800,color:'#0F172A',margin:0}}>Structural Audit Leads</h1><p style={{color:'#64748B',fontSize:'14px',margin:'4px 0 0'}}>Audit enquiries, NDT requests and crack inspection leads</p></div><select value={filter} onChange={e=>setFilter(e.target.value)} style={{padding:'8px 12px',border:'1px solid #E2E8F0',borderRadius:'8px',fontSize:'14px',color:'#374151'}}><option value=""all"">All Status</option><option value=""new"">New</option><option value=""contacted"">Contacted</option><option value=""converted"">Converted</option><option value=""closed"">Closed</option></select></div>{loading?(<div style={{textAlign:'center',color:'#64748B',padding:'60px'}}>Loading...</div>):filtered.length===0?(<div style={{textAlign:'center',color:'#64748B',padding:'60px',background:'#F8FAFC',borderRadius:'12px'}}>No structural audit leads yet.</div>):(<div style={{background:'white',border:'1px solid #E2E8F0',borderRadius:'12px',overflow:'hidden'}}><table style={{width:'100%',borderCollapse:'collapse'}}><thead><tr style={{background:'#F8FAFC',borderBottom:'1px solid #E2E8F0'}}>{['Name','Phone','Building Type','Audit Type','Floors','Age','Locality','Status','Report Status','Date'].map(h=>(<th key={h} style={{padding:'12px 16px',textAlign:'left',fontSize:'12px',fontWeight:700,color:'#64748B',textTransform:'uppercase',letterSpacing:'0.5px'}}>{h}</th>))}</tr></thead><tbody>{filtered.map((l,i)=>(<tr key={l.id} style={{borderBottom:'1px solid #F1F5F9',background:i%2===0?'white':'#FAFAFA'}}><td style={{padding:'12px 16px',fontWeight:600,color:'#0F172A',fontSize:'14px'}}>{l.name}</td><td style={{padding:'12px 16px',color:'#374151',fontSize:'14px'}}>{l.phone}</td><td style={{padding:'12px 16px',color:'#374151',fontSize:'14px'}}>{l.building_type||'—'}</td><td style={{padding:'12px 16px',color:'#374151',fontSize:'14px'}}>{l.audit_type||'—'}</td><td style={{padding:'12px 16px',color:'#374151',fontSize:'14px'}}>{l.floors||'—'}</td><td style={{padding:'12px 16px',color:'#374151',fontSize:'14px'}}>{l.age_of_building||'—'}</td><td style={{padding:'12px 16px',color:'#374151',fontSize:'14px'}}>{l.locality||'—'}</td><td style={{padding:'12px 16px'}}><span style={{background:(STATUS_COLORS[l.status]||'#6B7280')+'20',color:STATUS_COLORS[l.status]||'#6B7280',fontSize:'11px',fontWeight:700,padding:'4px 10px',borderRadius:'100px',textTransform:'capitalize'}}>{l.status||'new'}</span></td><td style={{padding:'12px 16px'}}><span style={{background:l.report_status==='ready'?'#DCFCE7':'#FEF3C7',color:l.report_status==='ready'?'#16A34A':'#92400E',fontSize:'11px',fontWeight:700,padding:'4px 10px',borderRadius:'100px'}}>{l.report_status||'pending'}</span></td><td style={{padding:'12px 16px',color:'#64748B',fontSize:'13px'}}>{l.created_at?new Date(l.created_at).toLocaleDateString('en-IN'):'—'}</td></tr>))}</tbody></table></div>)}</div>);",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/,"{ icon: '🔎', title: 'Structural Audit', desc: 'Crack inspection, corrosion check, settlement analysis, NDT coordination, written safety report.', href: '/structural-audit-chennai', color: 'blue', bentoClass: 'bentoStandard' },",NDT,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/,"{ icon: '🔎', title: 'Structural Audit', desc: 'Crack inspection, corrosion check, settlement analysis, NDT coordination, written safety report.', href: '/structural-audit-chennai', color: 'blue', bentoClass: 'bentoStandard' },",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/,"{ icon: '📐', title: 'Land Survey & Plot Measurement', desc: 'Boundary survey, total station survey, DGPS measurement, and CAD drawings for your plot.', href: '/land-survey-chennai' },",DGPS,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/partner/boq-studio,"const grandTotal = items.reduce((s, i) => s + lineTotal(i), 0);",NDT,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/partner/reports,"const grandTotal = Object.values(byCategory).reduce((a, b) => a + b, 0);",NDT,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/partner-os,"export default function Page() { return (<main className='page' style={{ paddingTop: '80px', paddingBottom: '80px' }}><div className='sectionInner'><div style={{ marginBottom: '16px', fontSize: '14px', color: '#64748B' }}><a href='/' style={{ color: '#FC6E20' }}>Home</a> / <span style={{ color: '#0F172A', fontWeight: 600 }}>Buildogram Partner OS</span></div><h1 style={{ fontSize: '36px', fontWeight: 800, color: '#0F172A', marginBottom: '24px' }}>Buildogram Partner OS</h1><AnswerBlock question='What is Buildogram Partner OS?' answer='Buildogram Partner OS is the operational dashboard for verified partners in the Buildogram network — covering lead management, project tracking, BOQ studio, site documentation, quality checklists, invoicing, and client communication in one platform.' /><ProcessSteps title='How It Works' steps={STEPS} /><EntitySummary serviceName='Buildogram Partner OS' /><LocalIntentBlock /><FAQBlock title='Frequently Asked Questions' faqs={FAQS} /><div style={{ marginTop: '40px', padding: '24px', background: '#FFF7ED', borderRadius: '12px', border: '1px solid #FED7AA' }}><p style={{ fontWeight: 700, color: '#FC6E20', marginBottom: '12px' }}>Related Services</p><div style={{ display: 'flex', flexWrap: 'wrap', gap: '10px' }}>{[['Home Construction','/home-construction-chennai'],['BOQ Review','/boq-review-chennai'],['Structural Audit','/structural-audit-chennai'],['AI Tools','/ai-tools']].map(([label, href]) => (<Link key={href} href={href} style={{ padding: '8px 16px', background: 'white', border: '1px solid #FED7AA', borderRadius: '100px', color: '#374151', fontSize: '14px', fontWeight: 600, textDecoration: 'none' }}>{label}</Link>))}</div></div><div style={{ marginTop: '32px', textAlign: 'center' }}><Link href='/contact?type=partner' className='btn btn-primary btn-lg'>Get Started</Link></div></div></main>); }",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/partners/architects,"description: 'Find COA-registered architects in Chennai with CMDA plan approval experience. Buildogram verifies Council of Architecture registration, portfolio, and structural collaboration.',",CMDA,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/partners/architects,"{ icon: '📋', title: 'CMDA/DTCP Experience', desc: 'Proven track record of submitting and obtaining CMDA plan approvals in Chennai. We verify copies of past approval orders from clients.' },",DTCP,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/partners/elevators,"{ icon: '⚡', title: 'ARD (Automatic Rescue Device)', desc: 'All elevators must have ARD installed per NBC 2016 — automatically lowers the elevator to the nearest floor during power failure and opens doors.' },",NBC,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/partners/elevators,"'CMDA building plan must show shaft dimensions and structural beam details at each floor',",CMDA,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/peb-building-contractors-chennai,"{ question: 'What approvals and permits are needed for a PEB industrial building in Tamil Nadu?', answer: 'For SIDCO/SIPCOT plots: prior approval from the estate authority. For private plots: CMDA or DTCP building plan approval, fire NOC from Tamil Nadu Fire and Rescue Services (for buildings above certain area thresholds), and factories inspector registration for manufacturing facilities.' },",CMDA,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/peb-building-contractors-chennai,"{ question: 'What approvals and permits are needed for a PEB industrial building in Tamil Nadu?', answer: 'For SIDCO/SIPCOT plots: prior approval from the estate authority. For private plots: CMDA or DTCP building plan approval, fire NOC from Tamil Nadu Fire and Rescue Services (for buildings above certain area thresholds), and factories inspector registration for manufacturing facilities.' },",DTCP,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/plan-review,"description: ""Comprehensive plan review services. Buildogram is an AI-driven, engineer-led construction and property ecosystem offering BOQ review, structural audit, survey, testing, and piling."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/plan-review,"description: 'Get your floor plans reviewed by certified structural engineers in Chennai. Spatial flow, vastu, ventilation, IS code compliance and structural grid analysis.',",IS code,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/plan-review,"desc: 'Window-to-floor area ratio checks (NBC recommends minimum 1:10), cross-ventilation path analysis, solar orientation assessment to minimize western glare, kitchen exhaust feasibility, and internal toilet ventilation via duct or window.',",NBC,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/plan-review,"title: 'FSI & CMDA Compliance',",CMDA,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/privacy-policy,"• Facilitate engineering-led coordination — providing BOQ reviews, structural audit assessments, material quotes, and site supervision reports based on your project data.",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/projects,"description: ""Comprehensive projects services. Buildogram is an AI-driven, engineer-led construction and property ecosystem offering BOQ review, structural audit, survey, testing, and piling."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/proof,"description: 'Real field updates, structural audits, construction progress, and material quality checks from Buildogram engineers in Chennai.',",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/properties/list-your-property,"description: ""Professional list your property services via Buildogram, the AI-driven, engineer-led construction and property ecosystem. We handle BOQ review, structural audit, survey, testing, and piling."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/properties,"description: ""Professional properties services via Buildogram, the AI-driven, engineer-led construction and property ecosystem. We handle BOQ review, structural audit, survey, testing, and piling."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/property/list,"description: ""Comprehensive list services. Buildogram is an AI-driven, engineer-led construction and property ecosystem offering BOQ review, structural audit, survey, testing, and piling."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/property/maintenance,"description: ""Comprehensive maintenance services. Buildogram is an AI-driven, engineer-led construction and property ecosystem offering BOQ review, structural audit, survey, testing, and piling."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/property/records,"description: ""Comprehensive records services. Buildogram is an AI-driven, engineer-led construction and property ecosystem offering BOQ review, structural audit, survey, testing, and piling."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/property-passport,"description: ""Comprehensive property passport services. Buildogram is an AI-driven, engineer-led construction and property ecosystem offering BOQ review, structural audit, survey, testing, and piling."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/property-passport,"desc: ""Add periodic structural audit reports, soil testing data, and maintenance logs to build a history.""",soil testing,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/property-passport,"description: 'The Property Passport is a permanent digital twin for your physical asset. Store architectural drawings, warranties, structural audits, and maintenance records securely.',",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/quality-system,"<Link href=""/structural-audit-chennai"" style={{ background: 'var(--bg-card)', padding: '8px 16px', borderRadius: 'var(--radius-sm)', border: '1px solid rgba(252,110,32,0.25)', fontSize: '14px', fontWeight: 700, color: 'var(--text)', textDecoration: 'none' }}>Structural Audits</Link>",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/resources/chennai,"description: ""Expert chennai in Chennai. Trust Buildogram, an AI-driven, engineer-led construction and property ecosystem for structural audit, survey, testing, piling, and Property Passport solutions."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/resources/compare,"description: ""Compare compare to make informed decisions. Buildogram provides an AI-driven, engineer-led construction and property ecosystem for BOQ review and structural audit."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/resources/construction-guide,"<p style={{ color: 'var(--text-muted)', marginBottom: '24px' }}>Ensure you have all necessary local body approvals (CMDA, DTCP, etc.) before commencing work. Building without approval can lead to severe penalties or demolition.</p>",CMDA,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/resources/construction-guide,"<p style={{ color: 'var(--text-muted)', marginBottom: '24px' }}>Ensure you have all necessary local body approvals (CMDA, DTCP, etc.) before commencing work. Building without approval can lead to severe penalties or demolition.</p>",DTCP,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/resources/faqs,"description: ""Learn about faqs with Buildogram's resources. We are an AI-driven, engineer-led construction and property ecosystem offering BOQ review, structural audit, and testing in Chennai."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/resources/glossary,"description: ""Learn about glossary with Buildogram's resources. We are an AI-driven, engineer-led construction and property ecosystem offering BOQ review, structural audit, and testing in Chennai."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/resources/guides,"description: ""Learn about guides with Buildogram's resources. We are an AI-driven, engineer-led construction and property ecosystem offering BOQ review, structural audit, and testing in Chennai."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/resources/material-guide,"<p style={{ color: 'var(--text-muted)', marginBottom: '32px' }}>Electrical wires should be FRLS (Fire Retardant Low Smoke). Plumbing pipes should be CPVC for hot water and UPVC for cold water lines to prevent scaling and pressure loss.</p>",UPV,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/resources/property-buying-guide,"<h2 style={{ fontSize: '28px', marginBottom: '24px' }}>2. CMDA & DTCP Approvals</h2>",CMDA,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/resources/property-buying-guide,"<h2 style={{ fontSize: '28px', marginBottom: '24px' }}>2. CMDA & DTCP Approvals</h2>",DTCP,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/review/contractor-quote,"description: ""Independent contractor quote for transparent pricing and quality assurance. Avoid hidden costs with Buildogram's structural audit and engineer-led construction ecosystem."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/review/hidden-costs,"description: ""Independent hidden costs for transparent pricing and quality assurance. Avoid hidden costs with Buildogram's structural audit and engineer-led construction ecosystem."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/review/specifications,"description: ""Independent specifications for transparent pricing and quality assurance. Avoid hidden costs with Buildogram's structural audit and engineer-led construction ecosystem."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/review/specifications,"processSteps={[{""step"":""01"",""title"":""Identify Ambiguities"",""desc"":""Scanning the contract for undefined brands or grades.""},{""step"":""02"",""title"":""Lock Down Grades"",""desc"":""Defining exact IS codes, brands, and price limits (e.g., \""Kajaria 2x4 ₹60/sqft\"").""}]}",IS code,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/services,"description: ""Comprehensive construction and engineering services in Chennai. Buildogram is an AI-driven, engineer-led construction and property ecosystem offering BOQ review, structural audit, survey, testing, and piling."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/sitemap.js,"// Structural Audit & NDT",NDT,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/sitemap.js,"// Structural Audit & NDT",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/sitemap.js,"{ url: `${baseUrl}/upv-test-chennai`, priority: 0.9, changeFrequency: 'weekly' },",UPV,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/sitemap.js,"{ url: `${baseUrl}/dgps-survey-chennai`, priority: 0.9, changeFrequency: 'weekly' },",DGPS,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/specifications,"description: ""Comprehensive specifications services. Buildogram is an AI-driven, engineer-led construction and property ecosystem offering BOQ review, structural audit, survey, testing, and piling."",",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/specifications,"{ title: 'Government Liaison Assistance', desc: 'Compilation and formatting of architectural drawings conforming strictly to CMDA, DTCP, or GCC guidelines.' },",CMDA,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/specifications,"{ title: 'Government Liaison Assistance', desc: 'Compilation and formatting of architectural drawings conforming strictly to CMDA, DTCP, or GCC guidelines.' },",DTCP,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/steel-construction-chennai,"{ question: 'Which IS code governs steel structure design in India?', answer: 'IS 800:2007 (General Construction in Steel) is the primary code. Material grades are governed by IS 2062. Welding is governed by IS 816. For bolted connections, IS 1367 covers fastener specifications.' },",IS code,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/steel-construction-chennai,"{[['Primary Beams', 'ISMB 200–600 (Indian Standard Medium Weight Beams)'], ['Columns', 'ISHB, SHS/RHS hollow sections'], ['Secondary Members', 'ISMC channels, ISA angles'], ['Connections', 'HSFG bolts Grade 8.8; fillet welds per IS 816'], ['Material Grade', 'IS 2062 E250 (mild steel) or E350 for high-stress zones'], ['Roof Purlins', 'Z/C sections, 1.5–2.5mm hot-dip galvanised']].map(([item, spec]) => (",Indian Standard,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/steel-construction-chennai,"{ question: 'Is structural steel construction permitted for residential buildings in Chennai?', answer: 'Yes. Steel structures are permitted for residential use under CMDA regulations, provided they meet structural safety requirements and have a structural engineer\'s certificate.' },",CMDA,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/steel-construction-chennai,"{[['/peb-building-contractors-chennai', 'PEB Buildings'], ['/industrial-shed-construction-chennai', 'Industrial Sheds'], ['/structural-audit-chennai', 'Structural Audit'], ['/site-supervision-chennai', 'Site Supervision']].map(([href, label]) => (",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/structural-plan-review-chennai,"title: 'Structural Plan Review in Chennai | IS Code Compliance | Buildogram',",IS code,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/structural-plan-review-chennai,"{ question: 'Is this the same as CMDA structural approval?', answer: 'No. CMDA approval is a statutory compliance check for zoning, setbacks, and permitted floor area. It does not check whether your column sizes are correct, whether your rebar cover is adequate, or whether your foundation is designed for the actual soil bearing capacity at your site. Buildogram\'s structural plan review fills that gap.' },",CMDA,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/structural-plan-review-chennai,"{[['/structural-audit-chennai', 'Structural Audit'], ['/end-to-end-construction-support-chennai', 'End-to-End Support'], ['/site-supervision-chennai', 'Site Supervision'], ['/boq-review-chennai', 'BOQ Review']].map(([href, label]) => (",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/supplier/quotations,"const grandTotal = total(q);",NDT,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/terms,"C. Specialist or Supplier Agreements: Where applicable, separate agreements may exist with architects, structural consultants, soil-testing agencies, surveyors, NDT agencies, piling contractors, interior contractors, waterproofing contractors, suppliers, and manufacturers.",NDT,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/warranty-and-maintenance,"{ num: '01', title: 'Plan & BOQ Sign-Off', desc: 'Our team generates a capped Bill of Quantities (BOQ) conforming to GCC/CMDA building norms, which is preferred by banks for technical clearance.' },",CMDA,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/warranty-and-maintenance,"'2 Comprehensive Structural Audits with Moisture Scanning',",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
/[serviceSlug],"* Preserves 100% of original content (IS codes, Chennai localities, cost ranges)",IS code,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
C:\Users\Kawinfinite PC 32\Downloads\Buildogram\buildogram-app\src\components\partner\PartnerApplicationForm.js,"'Soil Testing Lab', 'NDT Testing Lab', 'Piling Contractor', 'Material Supplier',",NDT,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
C:\Users\Kawinfinite PC 32\Downloads\Buildogram\buildogram-app\src\components\partner\PartnerApplicationForm.js,"'Soil Testing Lab', 'NDT Testing Lab', 'Piling Contractor', 'Material Supplier',",soil testing,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
C:\Users\Kawinfinite PC 32\Downloads\Buildogram\buildogram-app\src\components\seo\ContextualCTA.jsx,"ctaText = ""Book Structural Audit"";",structural audit,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
C:\Users\Kawinfinite PC 32\Downloads\Buildogram\buildogram-app\src\components\seo\EngineerCredibility.js,"* - IS code competency",IS code,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
C:\Users\Kawinfinite PC 32\Downloads\Buildogram\buildogram-app\src\data\seo\areas.js,"approvalNotes: 'GCC building plan approval required. All plans must be submitted via the CMDA DP Road and CMDA Master Plan compliance check before GCC sanctions.',",CMDA,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
C:\Users\Kawinfinite PC 32\Downloads\Buildogram\buildogram-app\src\data\seo\areas.js,"constructionTips: 'Anna Nagar has a long-established CMDA plan with strict setback requirements and FSI norms. Verify CMDA/DTCP approval requirements for your specific zone. Building height restrictions apply in several sub-zones.',",DTCP,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
C:\Users\Kawinfinite PC 32\Downloads\Buildogram\buildogram-app\src\data\seo\areas.js,"soilNote: 'A significant portion of Medavakkam is proximate to the Pallikaranai wetland. Low-lying plots carry high flood risk and require careful soil testing, plinth height assessment, and potentially pile foundations. Always check the flood risk category before purchase.',",soil testing,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
C:\Users\Kawinfinite PC 32\Downloads\Buildogram\buildogram-app\src\data\seo\comparisons.js,"{ feature: 'Soil Testing (SBC)', contractor: 'Often skipped to reduce quote', buildogram: 'Mandatory — done before foundation design' },",soil testing,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
C:\Users\Kawinfinite PC 32\Downloads\Buildogram\buildogram-app\src\data\seo\faqs.js,"{ q: 'Does Buildogram do government plan approval?', a: 'We assist with plan preparation and documentation for approval submission. However, approval timelines are governed by local authorities (CMDA, DTCP, municipality) and are beyond our control.' },",CMDA,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
C:\Users\Kawinfinite PC 32\Downloads\Buildogram\buildogram-app\src\data\seo\faqs.js,"{ q: 'Does Buildogram do government plan approval?', a: 'We assist with plan preparation and documentation for approval submission. However, approval timelines are governed by local authorities (CMDA, DTCP, municipality) and are beyond our control.' },",DTCP,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
C:\Users\Kawinfinite PC 32\Downloads\Buildogram\buildogram-app\src\data\seo\faqs.js,"{ q: 'What is included in Buildogram\'s construction service?', a: 'Buildogram\'s construction service includes: SBC soil testing, structural design, itemised BOQ, partner coordination, engineer supervision, concrete tests, milestone verification, client portal access, snag list, and a permanent Property Passport at handover — including the execution partner\'s warranty documentation. Structural warranty terms are provided by the appointed execution partner and recorded within the project documentation.' },",soil testing,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
C:\Users\Kawinfinite PC 32\Downloads\Buildogram\buildogram-app\src\data\seo\faqs.js,"{ q: 'What pipe material should I use for water supply in my house?', a: 'CPVC pipes are the preferred choice for domestic water supply (both hot and cold). Avoid GI pipes which corrode internally over time. For drainage, uPVC and SWR pipes are standard.' },",UPV,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
C:\Users\Kawinfinite PC 32\Downloads\Buildogram\buildogram-app\src\data\seo\glossary.js,"{ slug: 'setback', term: 'Setback', category: 'regulatory', definition: 'Setback is the minimum required distance that must be maintained between a building and the property boundary, road, or adjacent structures, as prescribed by local building regulations.', explanation: 'Every local body (CMDA, DTCP, municipalities, panchayats) prescribes minimum setback distances on each side of a plot — front, rear, and sides. These setbacks ensure light, ventilation, access for fire fighting, and road widening. Building beyond setback limits is unauthorized construction and can result in demolition orders.', whyMatters: 'Violating setback rules results in unauthorized construction, which is illegal, cannot receive occupancy certificates, and is very difficult to sell or mortgage.', commonMistake: 'Not checking current local setback rules before finalizing the architectural plan. Setback rules vary by local body, plot area, road width, and zone classification.', relatedTerms: ['fsi', 'floor-plan', 'approval-plan'], relatedServices: ['/plan-review', '/services/house-construction'] },",CMDA,Unknown,Codebase,Pending Review,,Unverified,High,Needs Engineering Sign-off
